rails,max_terms,unique_values,parameters,exact_unique,missing_unique,exact_ratio,weighted_exact,weighted_rmse,weighted_mse,max_error,active_terms,exhaustive_exact,exhaustive_ratio,full_tensor_exact,full_tensor_exact_exhaustive,rail_bits,unique_route_bits,full_tensor_route_id_bits,full_representation_bits,original_bits,full_compression,runtime_seconds,iterations
128,2,4494,7962624,1974,2520,0.4392523364485981,0.6514338740596065,0.0001541236191899774,2.375408999221717e-08,0.236328125,8332,2730,0.6074766355140186,False,False,2048,66656,103514112,103582816,127401984,1.2299528910277937,32.76729690000002,8
128,3,4494,7962624,2865,1629,0.6375166889185581,0.6966344260384516,3.738270258051532e-06,1.3974664522232669e-11,0.00048828125,12503,4491,0.9993324432576769,False,False,2048,100024,103514112,103616184,127401984,1.2295568035973994,74.27126590000034,8
128,4,4494,7962624,2718,1776,0.6048064085447263,0.6804840966997814,2.40522075036961e-07,5.78508685800855e-14,0.00054931640625,15893,4494,1.0,False,True,2048,127144,103514112,103643304,127401984,1.2292350695419745,115.52043630000026,8
128,6,4494,7962624,2958,1536,0.6582109479305741,0.7910202717094265,2.28612724246626e-09,5.2263777687463864e-18,3.8743019104003906e-07,19699,4494,1.0,False,True,2048,157592,103514112,103673752,127401984,1.2288740548330883,169.5023114999999,8
