rails,max_terms,unique_values,parameters,exact_unique,missing_unique,exact_ratio,weighted_exact,weighted_rmse,weighted_mse,max_error,active_terms,exhaustive_exact,exhaustive_ratio,full_tensor_exact,greedy_full_tensor,rail_bits,unique_route_bits,full_tensor_route_id_bits,full_representation_bits,original_bits,full_compression,runtime_seconds,iterations
128,4,4756,7962624,2789,1967,0.586417157275021,0.646697998046875,8.032593841435753e-08,6.45225638214716e-15,8.106231689453125e-06,16014,4756,1.0,True,False,2048,128112,103514112,103644272,127401984,1.2292235889311858,71.98820329999944,8
