rails,max_terms,unique_values,parameters,exact_unique,missing_unique,exact_ratio,weighted_exact,weighted_rmse,weighted_mse,max_error,active_terms,exhaustive_exact,exhaustive_ratio,full_tensor_exact,full_tensor_exact_exhaustive,rail_bits,unique_route_bits,full_tensor_route_id_bits,full_representation_bits,original_bits,full_compression,runtime_seconds,iterations
32,2,4494,7962624,719,3775,0.15999109924343569,0.2515340420444316,0.000425234202698053,1.8082412714424883e-07,0.19921875,8722,389,0.08655985758789497,False,False,512,52332,103514112,103566956,127401984,1.2301412431200547,8.358073800000057,8
32,3,4494,7962624,714,3780,0.1588785046728972,0.3615860801665381,0.0004590625338467806,2.1073840998182656e-07,0.37744140625,8289,2002,0.4454828660436137,False,False,512,49734,103514112,103564358,127401984,1.2301721022593506,14.919183100000282,8
32,4,4494,7962624,1839,2655,0.40921228304405877,0.5537482367621528,0.00020687746891191288,4.279828714339948e-08,0.27734375,14568,3538,0.7872719181130396,False,False,512,87408,103514112,103602032,127401984,1.229724760610873,82.01170990000037,8
32,6,4494,7962624,1889,2605,0.4203382287494437,0.5793960634082433,0.00037369512974791543,1.3964804999731136e-07,0.3621826171875,17685,3450,0.7676902536715621,False,False,512,106110,103514112,103620734,127401984,1.229502813597132,105.15044070000022,8
