rails,max_terms,unique_values,parameters,exact_unique,missing_unique,exact_ratio,weighted_exact,weighted_rmse,weighted_mse,max_error,active_terms,exhaustive_exact,exhaustive_ratio,full_tensor_exact,greedy_full_tensor,rail_bits,unique_route_bits,full_tensor_route_id_bits,full_representation_bits,original_bits,full_compression,runtime_seconds,iterations
128,4,4509,7962624,2597,1912,0.5759591927256598,0.637006720397698,2.5274340026504955e-07,6.387922637753904e-14,4.1961669921875e-05,15287,4509,1.0,True,False,2048,122296,103514112,103638456,127401984,1.2292925707036777,99.08803270000044,8
