rails,max_terms,unique_values,parameters,exact_unique,missing_unique,exact_ratio,weighted_exact,weighted_rmse,weighted_mse,max_error,active_terms,exhaustive_exact,exhaustive_ratio,full_tensor_exact,greedy_full_tensor,rail_bits,unique_route_bits,full_tensor_route_id_bits,full_representation_bits,original_bits,full_compression,runtime_seconds,iterations
128,4,4494,7962624,2718,1776,0.6048064085447263,0.6804840966997814,2.40522075036961e-07,5.78508685800855e-14,0.00054931640625,15893,4494,1.0,True,False,2048,127144,103514112,103643304,127401984,1.2292350695419745,103.98934849999978,8
